wage_eur,age,height_cm,weight_kg,nationality_name,overall,potential,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
81000.0,28.0,195.0,88.0,b'Argentina',84.0,85.0,22.0,16.0,26.0,50.0,13.0,13.0,22.0,20.0,51.0,35.0,59.0,57.0,49.0,80.0,49.0,20.0,20.0,85.0,83.0,82.0,83.0,85.0
155000.0,28.0,194.0,100.0,b'England',84.0,86.0,51.0,48.0,87.0,78.0,47.0,71.0,48.0,46.0,84.0,76.0,47.0,53.0,50.0,84.0,41.0,83.0,78.0,14.0,16.0,9.0,14.0,9.0
74000.0,30.0,187.0,80.0,b'Montenegro',84.0,84.0,35.0,34.0,84.0,73.0,27.0,47.0,34.0,28.0,72.0,67.0,60.0,67.0,59.0,83.0,45.0,86.0,83.0,14.0,13.0,14.0,13.0,12.0
110000.0,27.0,178.0,76.0,b'Austria',84.0,85.0,74.0,81.0,60.0,84.0,82.0,79.0,76.0,78.0,81.0,82.0,75.0,81.0,75.0,86.0,80.0,70.0,59.0,11.0,13.0,14.0,15.0,13.0
140000.0,25.0,181.0,75.0,b'England',84.0,86.0,85.0,44.0,78.0,82.0,56.0,80.0,83.0,54.0,69.0,82.0,76.0,81.0,75.0,82.0,77.0,83.0,79.0,10.0,12.0,13.0,7.0,7.0
180000.0,25.0,180.0,81.0,b'England',84.0,85.0,81.0,77.0,36.0,85.0,72.0,89.0,78.0,74.0,82.0,88.0,81.0,79.0,85.0,79.0,84.0,49.0,43.0,11.0,6.0,11.0,10.0,13.0
45000.0,27.0,191.0,86.0,b'Germany',84.0,85.0,68.0,55.0,84.0,79.0,53.0,61.0,44.0,42.0,78.0,75.0,54.0,69.0,55.0,86.0,49.0,89.0,79.0,12.0,10.0,6.0,8.0,10.0
74000.0,32.0,190.0,84.0,b'Brazil',84.0,84.0,45.0,39.0,83.0,73.0,44.0,57.0,32.0,30.0,69.0,64.0,55.0,66.0,66.0,81.0,52.0,85.0,82.0,9.0,11.0,14.0,9.0,7.0
81000.0,27.0,185.0,73.0,b'Belgium',84.0,84.0,81.0,81.0,53.0,79.0,70.0,88.0,81.0,79.0,73.0,85.0,89.0,88.0,87.0,80.0,73.0,47.0,35.0,9.0,11.0,9.0,10.0,10.0
52000.0,28.0,184.0,82.0,b'Serbia',84.0,84.0,91.0,75.0,59.0,80.0,70.0,85.0,79.0,80.0,75.0,82.0,89.0,88.0,76.0,82.0,79.0,72.0,68.0,13.0,14.0,12.0,12.0,13.0
170000.0,28.0,181.0,65.0,b'Morocco',84.0,84.0,88.0,73.0,52.0,86.0,74.0,83.0,90.0,78.0,89.0,85.0,79.0,77.0,85.0,84.0,78.0,56.0,40.0,11.0,7.0,11.0,8.0,14.0
79000.0,27.0,170.0,71.0,b'Portugal',84.0,84.0,84.0,77.0,43.0,88.0,79.0,88.0,85.0,82.0,82.0,87.0,84.0,67.0,88.0,86.0,90.0,79.0,78.0,12.0,6.0,8.0,11.0,8.0
130000.0,27.0,175.0,70.0,b'Portugal',84.0,84.0,82.0,66.0,67.0,82.0,59.0,81.0,78.0,52.0,77.0,83.0,82.0,83.0,79.0,83.0,82.0,84.0,83.0,16.0,12.0,15.0,11.0,11.0
155000.0,25.0,180.0,76.0,b'Germany',84.0,87.0,69.0,81.0,76.0,79.0,84.0,82.0,70.0,58.0,55.0,84.0,93.0,89.0,82.0,87.0,76.0,20.0,19.0,9.0,9.0,8.0,15.0,9.0
45000.0,25.0,191.0,89.0,b'France',84.0,89.0,18.0,15.0,17.0,55.0,16.0,32.0,28.0,16.0,46.0,40.0,49.0,51.0,39.0,82.0,55.0,16.0,19.0,83.0,81.0,85.0,84.0,86.0
130000.0,28.0,181.0,68.0,b'Croatia',84.0,84.0,72.0,69.0,70.0,85.0,65.0,76.0,79.0,74.0,84.0,84.0,70.0,68.0,79.0,76.0,84.0,81.0,80.0,8.0,8.0,15.0,11.0,8.0
125000.0,24.0,176.0,72.0,b'Belgium',84.0,87.0,82.0,74.0,67.0,89.0,78.0,79.0,81.0,78.0,88.0,85.0,67.0,59.0,67.0,83.0,77.0,73.0,69.0,6.0,8.0,10.0,14.0,12.0
74000.0,26.0,185.0,79.0,b'Uruguay',84.0,88.0,47.0,37.0,83.0,70.0,30.0,54.0,36.0,44.0,67.0,66.0,70.0,69.0,52.0,78.0,40.0,87.0,86.0,9.0,11.0,7.0,10.0,15.0
42000.0,27.0,173.0,75.0,b'France',84.0,84.0,79.0,83.0,49.0,84.0,77.0,88.0,83.0,79.0,78.0,87.0,88.0,79.0,82.0,79.0,91.0,42.0,30.0,15.0,9.0,8.0,14.0,15.0
105000.0,25.0,183.0,80.0,b'Germany',84.0,87.0,83.0,81.0,72.0,81.0,85.0,87.0,83.0,82.0,64.0,84.0,91.0,89.0,84.0,79.0,79.0,32.0,35.0,8.0,12.0,9.0,9.0,14.0
120000.0,24.0,172.0,68.0,b'Italy',84.0,89.0,69.0,69.0,53.0,86.0,75.0,83.0,75.0,67.0,79.0,87.0,80.0,76.0,91.0,89.0,90.0,75.0,79.0,11.0,5.0,13.0,14.0,11.0
45000.0,29.0,172.0,69.0,b'Argentina',84.0,84.0,87.0,66.0,58.0,82.0,68.0,87.0,88.0,75.0,78.0,88.0,77.0,76.0,83.0,83.0,90.0,84.0,82.0,8.0,14.0,13.0,13.0,14.0
110000.0,25.0,185.0,84.0,b'Portugal',84.0,85.0,60.0,87.0,86.0,79.0,84.0,84.0,76.0,33.0,63.0,85.0,77.0,71.0,77.0,86.0,75.0,40.0,21.0,14.0,13.0,7.0,11.0,8.0
51000.0,24.0,183.0,88.0,b'Ivory Coast',84.0,86.0,66.0,67.0,68.0,83.0,60.0,78.0,58.0,48.0,75.0,84.0,76.0,79.0,72.0,81.0,79.0,84.0,78.0,9.0,11.0,12.0,12.0,10.0
51000.0,23.0,184.0,81.0,b'France',84.0,90.0,84.0,68.0,74.0,78.0,66.0,83.0,69.0,64.0,68.0,79.0,92.0,94.0,78.0,84.0,75.0,79.0,80.0,12.0,10.0,7.0,7.0,7.0
130000.0,22.0,188.0,82.0,b'Germany',84.0,92.0,72.0,81.0,78.0,84.0,80.0,86.0,84.0,53.0,78.0,85.0,77.0,86.0,78.0,83.0,75.0,46.0,38.0,6.0,8.0,11.0,10.0,12.0
125000.0,21.0,171.0,69.0,b'England',84.0,92.0,75.0,79.0,47.0,84.0,59.0,86.0,73.0,59.0,78.0,88.0,86.0,82.0,90.0,83.0,91.0,59.0,47.0,8.0,15.0,6.0,10.0,13.0
100000.0,36.0,179.0,67.0,b'Brazil',83.0,83.0,68.0,66.0,71.0,83.0,70.0,76.0,68.0,71.0,81.0,81.0,67.0,52.0,69.0,86.0,77.0,85.0,80.0,12.0,11.0,5.0,13.0,7.0
17000.0,32.0,177.0,77.0,b'Mexico',83.0,83.0,78.0,85.0,67.0,81.0,82.0,84.0,84.0,71.0,66.0,85.0,81.0,80.0,80.0,83.0,83.0,22.0,14.0,8.0,14.0,8.0,13.0,10.0
72000.0,32.0,186.0,81.0,b'Belgium',83.0,83.0,69.0,71.0,84.0,90.0,77.0,78.0,71.0,68.0,83.0,81.0,60.0,61.0,71.0,85.0,70.0,80.0,80.0,5.0,7.0,7.0,10.0,7.0
37000.0,32.0,189.0,87.0,b'Spain',83.0,83.0,24.0,14.0,13.0,39.0,15.0,15.0,23.0,22.0,39.0,14.0,59.0,54.0,62.0,80.0,58.0,15.0,14.0,85.0,83.0,78.0,81.0,83.0
54000.0,32.0,190.0,86.0,b'Denmark',83.0,83.0,50.0,55.0,81.0,76.0,37.0,50.0,52.0,69.0,72.0,70.0,63.0,71.0,57.0,79.0,53.0,85.0,81.0,6.0,10.0,13.0,10.0,15.0
105000.0,35.0,193.0,80.0,b'Bosnia and Herzegovina',83.0,83.0,63.0,85.0,83.0,77.0,77.0,78.0,65.0,54.0,78.0,86.0,64.0,67.0,62.0,80.0,55.0,28.0,16.0,9.0,11.0,13.0,15.0,15.0
81000.0,32.0,190.0,94.0,b'Germany',83.0,83.0,69.0,34.0,83.0,77.0,52.0,64.0,53.0,31.0,83.0,71.0,63.0,80.0,55.0,85.0,52.0,84.0,84.0,7.0,12.0,15.0,6.0,5.0
125000.0,31.0,178.0,77.0,b'Spain',83.0,83.0,80.0,46.0,77.0,79.0,51.0,68.0,68.0,58.0,80.0,77.0,69.0,63.0,67.0,86.0,73.0,85.0,84.0,13.0,9.0,10.0,6.0,5.0
61000.0,32.0,183.0,80.0,b'Brazil',83.0,83.0,67.0,83.0,85.0,82.0,75.0,82.0,66.0,75.0,76.0,83.0,73.0,71.0,72.0,82.0,85.0,79.0,75.0,16.0,16.0,11.0,6.0,8.0
44000.0,28.0,170.0,66.0,b'Spain',83.0,83.0,81.0,79.0,43.0,85.0,68.0,87.0,84.0,78.0,74.0,87.0,84.0,78.0,91.0,80.0,94.0,55.0,38.0,10.0,5.0,5.0,13.0,12.0
38000.0,30.0,176.0,65.0,b'Spain',83.0,83.0,81.0,79.0,50.0,84.0,67.0,82.0,85.0,84.0,87.0,83.0,85.0,82.0,83.0,83.0,79.0,71.0,58.0,15.0,12.0,16.0,13.0,12.0
55000.0,31.0,192.0,83.0,b'Finland',83.0,83.0,11.0,11.0,11.0,30.0,9.0,10.0,11.0,15.0,33.0,20.0,38.0,44.0,43.0,82.0,39.0,10.0,13.0,85.0,78.0,69.0,83.0,87.0
95000.0,30.0,180.0,80.0,b'Brazil',83.0,83.0,84.0,55.0,76.0,81.0,68.0,79.0,78.0,59.0,71.0,80.0,78.0,83.0,78.0,80.0,77.0,80.0,80.0,7.0,7.0,9.0,12.0,5.0
87000.0,29.0,190.0,83.0,b'Germany',83.0,84.0,9.0,9.0,13.0,50.0,10.0,16.0,9.0,8.0,48.0,35.0,55.0,56.0,52.0,78.0,44.0,15.0,18.0,85.0,80.0,76.0,83.0,85.0
80000.0,30.0,189.0,83.0,b'Greece',83.0,83.0,27.0,25.0,80.0,65.0,16.0,54.0,30.0,10.0,61.0,66.0,77.0,84.0,70.0,81.0,60.0,85.0,87.0,8.0,6.0,8.0,15.0,12.0
82000.0,32.0,177.0,75.0,b'Armenia',83.0,83.0,77.0,80.0,68.0,83.0,79.0,84.0,81.0,66.0,71.0,83.0,86.0,85.0,84.0,82.0,83.0,53.0,55.0,5.0,11.0,14.0,5.0,7.0
95000.0,33.0,179.0,72.0,b'Colombia',83.0,83.0,84.0,70.0,67.0,81.0,70.0,90.0,80.0,69.0,69.0,85.0,91.0,89.0,94.0,82.0,81.0,80.0,83.0,5.0,5.0,13.0,6.0,9.0
130000.0,29.0,194.0,90.0,b'Cameroon',83.0,83.0,54.0,36.0,84.0,77.0,50.0,69.0,63.0,22.0,74.0,72.0,50.0,65.0,51.0,84.0,42.0,86.0,81.0,11.0,15.0,10.0,7.0,10.0
21000.0,30.0,196.0,92.0,b'Uruguay',83.0,83.0,17.0,55.0,82.0,74.0,48.0,65.0,39.0,19.0,72.0,70.0,65.0,70.0,37.0,77.0,31.0,86.0,85.0,16.0,13.0,15.0,16.0,13.0
75000.0,33.0,192.0,88.0,b'Italy',83.0,83.0,25.0,37.0,82.0,75.0,39.0,65.0,62.0,56.0,79.0,72.0,64.0,62.0,32.0,85.0,35.0,87.0,85.0,11.0,9.0,9.0,13.0,11.0
100000.0,30.0,175.0,74.0,b'Brazil',83.0,83.0,72.0,73.0,56.0,83.0,56.0,81.0,68.0,49.0,80.0,82.0,77.0,68.0,78.0,84.0,86.0,87.0,82.0,13.0,13.0,5.0,5.0,8.0
83000.0,28.0,179.0,85.0,b'Germany',83.0,83.0,78.0,86.0,76.0,81.0,85.0,80.0,79.0,80.0,74.0,80.0,76.0,70.0,75.0,85.0,83.0,50.0,33.0,8.0,7.0,9.0,7.0,12.0
84000.0,28.0,190.0,84.0,b'Spain',83.0,83.0,72.0,84.0,86.0,78.0,80.0,83.0,78.0,44.0,60.0,83.0,79.0,85.0,72.0,80.0,63.0,14.0,20.0,4.0,5.0,4.0,4.0,5.0
120000.0,28.0,181.0,75.0,b'Argentina',83.0,83.0,47.0,87.0,85.0,76.0,85.0,76.0,76.0,52.0,54.0,80.0,70.0,68.0,68.0,84.0,75.0,24.0,20.0,13.0,9.0,5.0,7.0,9.0
72000.0,28.0,186.0,75.0,b'Italy',83.0,83.0,84.0,60.0,69.0,78.0,59.0,83.0,66.0,41.0,64.0,80.0,94.0,91.0,80.0,82.0,69.0,77.0,75.0,11.0,13.0,12.0,15.0,14.0
140000.0,27.0,188.0,76.0,b'England',83.0,86.0,62.0,52.0,84.0,83.0,44.0,72.0,52.0,37.0,75.0,83.0,67.0,73.0,61.0,82.0,59.0,85.0,82.0,7.0,15.0,11.0,10.0,8.0
45000.0,29.0,199.0,76.0,b'England',83.0,83.0,11.0,14.0,11.0,32.0,14.0,15.0,13.0,12.0,35.0,24.0,50.0,47.0,36.0,78.0,42.0,15.0,14.0,81.0,83.0,75.0,83.0,84.0
120000.0,30.0,188.0,81.0,b'Mexico',83.0,83.0,73.0,84.0,85.0,81.0,82.0,84.0,75.0,51.0,75.0,82.0,63.0,80.0,75.0,82.0,65.0,38.0,30.0,7.0,11.0,13.0,14.0,10.0
83000.0,27.0,185.0,77.0,b'England',83.0,85.0,17.0,19.0,15.0,55.0,20.0,14.0,18.0,16.0,56.0,40.0,53.0,44.0,55.0,80.0,55.0,20.0,12.0,83.0,78.0,87.0,80.0,86.0
130000.0,28.0,190.0,85.0,b'Germany',83.0,84.0,68.0,32.0,81.0,76.0,34.0,60.0,35.0,56.0,73.0,69.0,64.0,84.0,56.0,82.0,50.0,86.0,82.0,14.0,15.0,10.0,12.0,8.0
46000.0,26.0,188.0,84.0,b'Argentina',83.0,83.0,79.0,86.0,77.0,80.0,81.0,85.0,80.0,65.0,72.0,84.0,80.0,82.0,79.0,85.0,61.0,61.0,55.0,11.0,8.0,15.0,12.0,7.0
135000.0,27.0,176.0,80.0,b'Croatia',83.0,84.0,73.0,61.0,42.0,90.0,76.0,89.0,79.0,70.0,82.0,89.0,77.0,65.0,87.0,81.0,84.0,73.0,66.0,9.0,5.0,6.0,7.0,7.0
115000.0,28.0,185.0,77.0,b'Ghana',83.0,83.0,74.0,66.0,68.0,87.0,56.0,84.0,69.0,70.0,85.0,83.0,63.0,74.0,75.0,82.0,50.0,84.0,80.0,11.0,13.0,9.0,9.0,7.0
48000.0,26.0,172.0,66.0,b'Spain',83.0,86.0,80.0,61.0,58.0,81.0,58.0,79.0,80.0,49.0,75.0,82.0,81.0,85.0,82.0,84.0,78.0,82.0,84.0,13.0,10.0,9.0,12.0,9.0
71000.0,25.0,171.0,66.0,b'France',83.0,86.0,83.0,75.0,54.0,83.0,76.0,88.0,85.0,81.0,76.0,86.0,84.0,80.0,88.0,81.0,82.0,59.0,63.0,11.0,15.0,13.0,7.0,14.0
105000.0,25.0,185.0,84.0,b'Denmark',83.0,86.0,66.0,65.0,65.0,83.0,60.0,76.0,70.0,74.0,80.0,80.0,58.0,61.0,65.0,82.0,64.0,84.0,72.0,9.0,7.0,12.0,11.0,11.0
80000.0,26.0,171.0,70.0,b'Argentina',83.0,86.0,75.0,85.0,69.0,82.0,80.0,88.0,82.0,65.0,66.0,87.0,86.0,85.0,90.0,84.0,87.0,53.0,44.0,13.0,10.0,9.0,8.0,16.0
77000.0,30.0,189.0,88.0,b'Colombia',83.0,83.0,44.0,88.0,83.0,74.0,79.0,79.0,55.0,62.0,47.0,82.0,78.0,81.0,67.0,82.0,58.0,24.0,22.0,9.0,9.0,8.0,6.0,8.0
59000.0,30.0,177.0,73.0,b'Croatia',83.0,83.0,76.0,87.0,69.0,81.0,85.0,87.0,79.0,78.0,63.0,86.0,76.0,67.0,84.0,84.0,86.0,20.0,26.0,8.0,14.0,14.0,7.0,15.0
77000.0,24.0,175.0,69.0,b'Spain',83.0,86.0,88.0,70.0,65.0,81.0,63.0,84.0,83.0,76.0,81.0,84.0,85.0,73.0,83.0,82.0,85.0,74.0,80.0,13.0,6.0,13.0,13.0,13.0
85000.0,25.0,184.0,79.0,b'France',83.0,86.0,78.0,53.0,82.0,74.0,46.0,65.0,59.0,39.0,63.0,76.0,77.0,77.0,70.0,85.0,68.0,85.0,86.0,10.0,7.0,8.0,14.0,10.0
190000.0,25.0,182.0,76.0,b'Spain',83.0,86.0,81.0,77.0,57.0,81.0,79.0,84.0,84.0,76.0,80.0,86.0,83.0,81.0,80.0,78.0,75.0,42.0,39.0,13.0,9.0,6.0,12.0,10.0
95000.0,28.0,197.0,84.0,b'Netherlands',83.0,83.0,42.0,87.0,92.0,76.0,83.0,65.0,40.0,37.0,43.0,79.0,59.0,66.0,62.0,85.0,44.0,67.0,30.0,11.0,9.0,14.0,16.0,12.0
65000.0,26.0,183.0,76.0,b'Germany',83.0,83.0,82.0,79.0,82.0,80.0,71.0,80.0,69.0,58.0,77.0,82.0,79.0,84.0,71.0,86.0,66.0,78.0,79.0,7.0,16.0,15.0,16.0,10.0
47000.0,25.0,189.0,83.0,b'Spain',83.0,87.0,77.0,79.0,81.0,84.0,58.0,83.0,80.0,69.0,82.0,84.0,73.0,75.0,76.0,84.0,72.0,84.0,76.0,9.0,12.0,9.0,13.0,14.0
90000.0,25.0,189.0,80.0,b'France',83.0,87.0,59.0,31.0,80.0,80.0,33.0,63.0,50.0,32.0,75.0,78.0,80.0,81.0,69.0,80.0,60.0,86.0,84.0,7.0,8.0,14.0,15.0,9.0
170000.0,26.0,180.0,73.0,b'France',83.0,86.0,78.0,63.0,72.0,80.0,50.0,80.0,72.0,35.0,78.0,78.0,91.0,92.0,81.0,82.0,78.0,81.0,80.0,7.0,16.0,9.0,10.0,9.0
115000.0,23.0,183.0,72.0,b'England',83.0,87.0,73.0,46.0,51.0,76.0,43.0,80.0,74.0,45.0,58.0,76.0,82.0,88.0,84.0,83.0,72.0,87.0,92.0,9.0,8.0,6.0,8.0,8.0
49000.0,29.0,177.0,75.0,b'Brazil',83.0,83.0,83.0,74.0,64.0,83.0,76.0,85.0,86.0,78.0,82.0,83.0,90.0,87.0,86.0,84.0,71.0,35.0,33.0,12.0,12.0,13.0,15.0,13.0
90000.0,24.0,171.0,73.0,b'Brazil',83.0,85.0,79.0,59.0,51.0,88.0,69.0,87.0,83.0,60.0,85.0,90.0,71.0,67.0,85.0,84.0,90.0,73.0,71.0,6.0,13.0,13.0,11.0,12.0
150000.0,24.0,175.0,73.0,b'Brazil',83.0,87.0,66.0,84.0,77.0,77.0,77.0,86.0,76.0,54.0,66.0,86.0,87.0,82.0,91.0,86.0,87.0,30.0,28.0,13.0,8.0,6.0,6.0,15.0
165000.0,24.0,178.0,67.0,b'France',83.0,88.0,81.0,75.0,43.0,78.0,76.0,89.0,82.0,64.0,76.0,84.0,94.0,93.0,89.0,78.0,80.0,30.0,33.0,6.0,6.0,14.0,10.0,13.0
120000.0,22.0,178.0,70.0,b'England',83.0,89.0,82.0,79.0,59.0,86.0,75.0,82.0,81.0,83.0,83.0,85.0,77.0,71.0,80.0,84.0,76.0,57.0,41.0,11.0,12.0,13.0,8.0,12.0
105000.0,29.0,197.0,86.0,b'Senegal',83.0,85.0,10.0,5.0,10.0,39.0,9.0,13.0,13.0,14.0,46.0,31.0,36.0,33.0,48.0,80.0,27.0,11.0,13.0,83.0,82.0,78.0,81.0,84.0
74000.0,23.0,175.0,70.0,b'Italy',83.0,91.0,73.0,79.0,50.0,78.0,80.0,89.0,78.0,52.0,72.0,82.0,91.0,91.0,87.0,83.0,81.0,44.0,44.0,6.0,7.0,8.0,9.0,7.0
160000.0,22.0,182.0,78.0,b'Uruguay',83.0,89.0,66.0,69.0,59.0,85.0,70.0,79.0,70.0,66.0,84.0,82.0,82.0,90.0,76.0,84.0,68.0,80.0,76.0,6.0,10.0,6.0,15.0,8.0
33000.0,22.0,181.0,75.0,b'France',83.0,89.0,45.0,47.0,79.0,80.0,32.0,69.0,42.0,26.0,75.0,74.0,81.0,81.0,71.0,85.0,74.0,85.0,83.0,11.0,10.0,8.0,14.0,13.0
61000.0,21.0,181.0,72.0,b'Portugal',83.0,91.0,73.0,79.0,69.0,80.0,81.0,86.0,82.0,64.0,67.0,87.0,81.0,83.0,86.0,83.0,79.0,42.0,35.0,13.0,12.0,14.0,13.0,14.0
14000.0,38.0,188.0,80.0,b'Portugal',82.0,82.0,46.0,46.0,81.0,73.0,23.0,58.0,44.0,47.0,75.0,60.0,79.0,81.0,62.0,81.0,48.0,82.0,81.0,8.0,15.0,5.0,9.0,10.0
30000.0,35.0,190.0,82.0,b'Spain',82.0,82.0,38.0,27.0,77.0,74.0,31.0,59.0,53.0,45.0,72.0,71.0,48.0,34.0,49.0,82.0,53.0,87.0,85.0,8.0,6.0,5.0,9.0,8.0
43000.0,36.0,190.0,83.0,b'Poland',82.0,82.0,14.0,13.0,11.0,20.0,17.0,14.0,18.0,12.0,32.0,22.0,50.0,47.0,53.0,75.0,44.0,12.0,13.0,82.0,82.0,71.0,83.0,82.0
20000.0,34.0,192.0,85.0,b'Italy',82.0,82.0,13.0,10.0,11.0,23.0,12.0,15.0,11.0,11.0,28.0,18.0,46.0,46.0,52.0,78.0,55.0,11.0,13.0,82.0,77.0,76.0,84.0,80.0
39000.0,33.0,184.0,78.0,b'Croatia',82.0,82.0,84.0,77.0,59.0,85.0,81.0,79.0,88.0,82.0,86.0,82.0,59.0,56.0,69.0,80.0,59.0,77.0,72.0,14.0,11.0,12.0,5.0,9.0
170000.0,31.0,185.0,82.0,b'Wales',82.0,82.0,86.0,82.0,84.0,80.0,85.0,80.0,91.0,87.0,79.0,83.0,80.0,83.0,78.0,78.0,64.0,53.0,50.0,15.0,15.0,11.0,5.0,6.0
51000.0,33.0,190.0,84.0,b'Portugal',82.0,82.0,12.0,12.0,11.0,34.0,16.0,20.0,10.0,16.0,32.0,25.0,53.0,57.0,61.0,76.0,54.0,13.0,11.0,82.0,80.0,77.0,80.0,83.0
46000.0,33.0,174.0,75.0,b'Argentina',82.0,82.0,80.0,71.0,55.0,84.0,65.0,83.0,83.0,81.0,87.0,84.0,63.0,61.0,76.0,82.0,80.0,77.0,74.0,13.0,8.0,7.0,7.0,10.0
155000.0,31.0,178.0,72.0,b'Bosnia and Herzegovina',82.0,82.0,80.0,56.0,60.0,84.0,72.0,81.0,86.0,92.0,82.0,83.0,67.0,64.0,74.0,83.0,80.0,77.0,71.0,7.0,7.0,13.0,7.0,8.0
35000.0,31.0,181.0,80.0,b'Spain',82.0,82.0,83.0,61.0,74.0,80.0,63.0,72.0,80.0,55.0,72.0,79.0,81.0,84.0,80.0,80.0,78.0,80.0,76.0,12.0,13.0,9.0,8.0,11.0
41000.0,32.0,181.0,80.0,b'Germany',82.0,82.0,74.0,84.0,65.0,85.0,85.0,82.0,77.0,75.0,79.0,84.0,63.0,59.0,70.0,84.0,79.0,62.0,55.0,7.0,10.0,13.0,11.0,12.0
38000.0,29.0,179.0,70.0,b'Brazil',82.0,82.0,81.0,78.0,59.0,85.0,72.0,81.0,77.0,78.0,84.0,83.0,82.0,74.0,87.0,78.0,86.0,59.0,55.0,12.0,10.0,15.0,12.0,12.0
31000.0,30.0,189.0,88.0,b'Germany',82.0,82.0,13.0,13.0,11.0,25.0,12.0,10.0,14.0,12.0,12.0,24.0,45.0,52.0,42.0,82.0,37.0,14.0,10.0,82.0,78.0,79.0,82.0,84.0
165000.0,29.0,172.0,68.0,b'Brazil',82.0,82.0,78.0,75.0,48.0,80.0,78.0,89.0,90.0,86.0,77.0,89.0,74.0,65.0,89.0,80.0,92.0,54.0,47.0,12.0,7.0,9.0,14.0,6.0
120000.0,29.0,181.0,76.0,b'Denmark',82.0,82.0,86.0,73.0,52.0,89.0,80.0,77.0,89.0,87.0,90.0,90.0,63.0,62.0,72.0,79.0,81.0,57.0,22.0,9.0,14.0,7.0,7.0,6.0
23000.0,31.0,180.0,72.0,b'Netherlands',82.0,82.0,80.0,60.0,76.0,84.0,66.0,77.0,84.0,62.0,85.0,84.0,48.0,43.0,72.0,83.0,72.0,84.0,80.0,12.0,9.0,10.0,14.0,10.0
29000.0,29.0,177.0,71.0,b'Germany',82.0,82.0,82.0,75.0,47.0,85.0,85.0,84.0,81.0,72.0,82.0,88.0,69.0,67.0,76.0,82.0,83.0,42.0,53.0,14.0,7.0,12.0,6.0,10.0
75000.0,28.0,195.0,94.0,b'France',82.0,84.0,20.0,19.0,14.0,48.0,16.0,15.0,16.0,16.0,37.0,22.0,56.0,54.0,58.0,78.0,58.0,18.0,12.0,85.0,79.0,76.0,80.0,85.0
22000.0,28.0,173.0,66.0,b'Mexico',82.0,82.0,79.0,66.0,71.0,82.0,74.0,85.0,82.0,67.0,71.0,84.0,86.0,81.0,91.0,84.0,87.0,74.0,72.0,11.0,6.0,10.0,14.0,9.0
110000.0,30.0,175.0,73.0,b'France',82.0,82.0,68.0,83.0,75.0,79.0,79.0,83.0,74.0,74.0,70.0,82.0,77.0,73.0,81.0,82.0,82.0,45.0,32.0,11.0,6.0,9.0,5.0,6.0
88000.0,31.0,174.0,66.0,b'Senegal',82.0,82.0,60.0,54.0,69.0,80.0,32.0,76.0,60.0,66.0,76.0,79.0,70.0,69.0,79.0,81.0,82.0,87.0,83.0,8.0,6.0,8.0,12.0,13.0
57000.0,30.0,187.0,80.0,b'Russia',82.0,82.0,75.0,56.0,72.0,82.0,58.0,80.0,66.0,39.0,71.0,79.0,79.0,84.0,79.0,80.0,61.0,81.0,83.0,12.0,13.0,14.0,13.0,12.0
37000.0,31.0,187.0,82.0,b'Germany',82.0,82.0,14.0,11.0,16.0,30.0,11.0,19.0,12.0,11.0,25.0,17.0,47.0,51.0,45.0,82.0,43.0,18.0,14.0,81.0,80.0,79.0,79.0,82.0
115000.0,31.0,190.0,84.0,b'Brazil',82.0,82.0,11.0,15.0,14.0,36.0,12.0,19.0,12.0,13.0,41.0,24.0,56.0,52.0,59.0,78.0,49.0,14.0,15.0,83.0,79.0,78.0,79.0,81.0
175000.0,29.0,176.0,79.0,b'Spain',82.0,82.0,78.0,76.0,55.0,81.0,67.0,91.0,88.0,76.0,80.0,90.0,70.0,62.0,81.0,75.0,90.0,64.0,51.0,10.0,8.0,12.0,15.0,6.0
85000.0,28.0,180.0,66.0,b'Ivory Coast',82.0,82.0,76.0,78.0,47.0,76.0,67.0,91.0,64.0,51.0,65.0,86.0,88.0,90.0,87.0,76.0,79.0,34.0,32.0,15.0,10.0,15.0,11.0,10.0
70000.0,30.0,179.0,79.0,b'Colombia',82.0,82.0,71.0,84.0,69.0,80.0,78.0,88.0,79.0,78.0,55.0,83.0,87.0,90.0,85.0,84.0,88.0,24.0,22.0,8.0,10.0,10.0,14.0,6.0
60000.0,30.0,184.0,81.0,b'Portugal',82.0,83.0,19.0,18.0,16.0,32.0,13.0,15.0,15.0,14.0,31.0,21.0,63.0,64.0,67.0,82.0,62.0,15.0,13.0,84.0,78.0,70.0,80.0,86.0
43000.0,28.0,179.0,70.0,b'Spain',82.0,82.0,81.0,73.0,65.0,84.0,66.0,83.0,85.0,78.0,82.0,85.0,70.0,66.0,74.0,80.0,80.0,75.0,62.0,8.0,11.0,6.0,7.0,10.0
44000.0,30.0,185.0,72.0,b'Brazil',82.0,82.0,67.0,42.0,81.0,80.0,48.0,60.0,57.0,46.0,74.0,69.0,68.0,67.0,66.0,81.0,63.0,83.0,82.0,15.0,6.0,15.0,15.0,7.0
